%!I(MISSING)D	X	Y	Z	SNR
1181	269.997321	528.259989	1.100000	-100.00
1182	81.862447	373.296532	1.100000	-100.00
1183	343.026064	322.926794	1.100000	-100.00
1184	543.520807	446.471053	1.100000	-100.00
1185	153.332917	364.788805	1.100000	-100.00
1186	334.559823	528.484844	1.100000	-100.00
1187	242.211354	463.441951	1.100000	-100.00
1188	157.729340	470.055324	1.100000	-100.00
1189	105.006270	299.936564	1.100000	-100.00
1190	310.339067	503.616682	1.100000	-100.00
1191	105.430207	613.739128	1.100000	-100.00
1192	169.702108	398.820284	1.100000	-100.00
1193	428.216006	651.619254	1.100000	-100.00
1194	24.643432	619.041467	1.100000	-100.00
1195	415.920279	530.465490	1.100000	-100.00
1196	295.933580	757.444302	1.100000	-100.00
1197	184.293571	453.800924	1.100000	-100.00
1198	559.263631	400.778562	1.100000	-100.00
1199	531.619630	587.705782	1.100000	-100.00
1200	446.099665	787.728507	1.100000	-100.00
1201	428.648733	622.636742	1.100000	-100.00
1202	546.005769	624.308774	1.100000	-100.00
1203	259.514483	512.756561	1.100000	-100.00
1204	356.305090	297.112585	1.100000	-100.00
1205	191.993566	357.428813	1.100000	-100.00
1206	495.242612	306.758546	1.100000	-100.00
1207	423.573942	700.800551	1.100000	-100.00
1208	415.602437	399.217097	1.100000	-100.00
1209	477.091916	683.083228	1.100000	-100.00
1210	409.369031	775.010147	1.100000	-100.00
1211	305.396327	446.017292	1.100000	-100.00
1212	260.052447	340.516762	1.100000	-100.00
1213	168.314029	612.451852	1.100000	-100.00
1214	513.359719	304.618565	1.100000	-100.00
1215	345.320689	282.333958	1.100000	-100.00
1216	340.327521	603.546958	1.100000	-100.00
1217	407.296929	751.104297	1.100000	-100.00
1218	409.767815	630.210549	1.100000	-100.00
1219	435.783975	707.009966	1.100000	-100.00
1220	345.708843	558.321359	1.100000	-100.00
1221	110.192681	349.375084	1.100000	-100.00
1222	223.494595	541.002398	1.100000	-100.00
1223	473.896951	700.965240	1.100000	-100.00
1224	230.712634	800.873402	1.100000	-100.00
1225	243.227742	555.423826	1.100000	-100.00
1226	71.830764	406.392801	1.100000	-100.00
1227	145.686042	762.713323	1.100000	-100.00
1228	345.339547	734.064230	1.100000	-100.00
1229	49.338509	505.251614	1.100000	-100.00
1230	325.196730	529.225065	1.100000	-100.00
1231	268.948812	812.214571	1.100000	-100.00
1232	268.205335	545.455948	1.100000	-100.00
1233	358.069676	461.085279	1.100000	-100.00
1234	447.809807	717.096666	1.100000	-100.00
1235	125.089505	356.203197	1.100000	-100.00
1236	410.515116	596.403359	1.100000	-100.00
1237	208.859525	566.829160	1.100000	-100.00
1238	126.859518	681.987393	1.100000	-100.00
1239	437.516166	777.987519	1.100000	-100.00
1240	532.094989	696.026825	1.100000	-100.00
1241	356.603304	699.050435	1.100000	-100.00
1242	74.938195	603.038414	1.100000	-100.00
1243	181.024513	341.248996	1.100000	-100.00
1244	354.130891	602.891023	1.100000	-100.00
1245	134.194523	446.274431	1.100000	-100.00
1246	238.703973	614.846127	1.100000	-100.00
1247	205.568382	329.257753	1.100000	-100.00
1248	404.529565	249.088976	1.100000	-100.00
1249	145.369639	324.171520	1.100000	-100.00
1250	533.196825	446.798480	1.100000	-100.00
1251	265.403407	215.187043	1.100000	-100.00
1252	61.329064	724.493302	1.100000	-100.00
1253	532.033598	427.041448	1.100000	-100.00
1254	205.206742	489.937775	1.100000	-100.00
1255	455.877209	723.887057	1.100000	-100.00
1256	197.730228	377.094741	1.100000	-100.00
1257	242.551824	605.731554	1.100000	-100.00
1258	291.152075	502.150022	1.100000	-100.00
1259	364.045733	686.986570	1.100000	-100.00
1260	251.201448	399.218841	1.100000	-100.00
1261	436.213733	309.472962	1.100000	-100.00
1262	485.455432	457.802681	1.100000	-100.00
1263	147.831997	507.076512	1.100000	-100.00
1264	364.788722	229.628980	1.100000	-100.00
1265	18.286252	409.280650	1.100000	-100.00
1266	514.163394	665.720955	1.100000	-100.00
1267	251.302148	340.402287	1.100000	-100.00
1268	265.478341	554.787888	1.100000	-100.00
1269	473.806387	447.517710	1.100000	-100.00
1270	173.712214	563.529172	1.100000	-100.00
1271	502.269837	357.292022	1.100000	-100.00
1272	585.740132	691.035655	1.100000	-100.00
1273	367.678794	755.484215	1.100000	-100.00
1274	178.602137	337.083493	1.100000	-100.00
1275	308.084910	560.963121	1.100000	-100.00
1276	111.381256	641.356637	1.100000	-100.00
1277	43.886806	343.791061	1.100000	-100.00
1278	228.625103	557.077014	1.100000	-100.00
1279	34.556640	659.120618	1.100000	-100.00
1280	389.521283	507.831447	1.100000	-100.00
1281	292.629144	346.943543	1.100000	-100.00
1282	448.119470	534.754433	1.100000	-100.00
1283	443.425142	651.277517	1.100000	-100.00
1284	588.724883	404.736019	1.100000	-100.00
1285	254.146663	387.079819	1.100000	-100.00
1286	555.770922	686.610980	1.100000	-100.00
1287	289.573373	537.567968	1.100000	-100.00
1288	272.159676	631.884894	1.100000	-100.00
1289	57.333428	451.399341	1.100000	-100.00
1290	139.893096	529.204621	1.100000	-100.00
1291	307.251756	536.503950	1.100000	-100.00
1292	497.782628	591.308253	1.100000	-100.00
1293	102.763734	460.815850	1.100000	-100.00
1294	570.400844	569.643351	1.100000	-100.00
1295	448.143694	574.931143	1.100000	-100.00
1296	141.982386	565.360015	1.100000	-100.00
1297	404.672020	587.342521	1.100000	-100.00
1298	312.606683	614.875684	1.100000	-100.00
1299	27.289358	607.308410	1.100000	-100.00
1300	344.191148	300.141530	1.100000	-100.00
1301	314.293450	201.961126	1.100000	-100.00
1302	109.556532	729.692535	1.100000	-100.00
1303	436.659162	706.531155	1.100000	-100.00
1304	278.288881	619.425447	1.100000	-100.00
1305	503.788178	433.059328	1.100000	-100.00
1306	39.157064	475.154997	1.100000	-100.00
1307	432.386965	503.505641	1.100000	-100.00
1308	485.053706	655.324588	1.100000	-100.00
1309	21.392909	665.149510	1.100000	-100.00
1310	338.986411	468.674800	1.100000	-100.00
1311	86.284820	738.751216	1.100000	-100.00
1312	329.801674	546.538189	1.100000	-100.00
1313	289.331983	850.276589	1.100000	-100.00
1314	12.007175	586.857478	1.100000	-100.00
1315	419.855706	783.362728	1.100000	-100.00
1316	466.346297	306.335957	1.100000	-100.00
1317	64.044619	549.599277	1.100000	-100.00
1318	432.526313	511.676290	1.100000	-100.00
1319	290.286725	518.922146	1.100000	-100.00
1320	252.744010	799.309168	1.100000	-100.00
1321	156.297641	563.214528	1.100000	-100.00
1322	391.974983	383.139597	1.100000	-100.00
1323	243.089334	458.359735	1.100000	-100.00
1324	305.127704	811.680051	1.100000	-100.00
1325	289.683437	221.579760	1.100000	-100.00
1326	510.122181	429.541893	1.100000	-100.00
1327	214.527840	438.204187	1.100000	-100.00
1328	152.491755	331.845506	1.100000	-100.00
1329	348.482969	337.270304	1.100000	-100.00
1330	5.088853	405.105329	1.100000	-100.00
1331	245.955553	578.430057	1.100000	-100.00
1332	361.431351	435.861843	1.100000	-100.00
1333	388.649469	758.155412	1.100000	-100.00
1334	481.395572	371.713139	1.100000	-100.00
1335	26.214097	556.520508	1.100000	-100.00
1336	396.178975	702.929127	1.100000	-100.00
1337	549.612854	658.383484	1.100000	-100.00
1338	193.430172	540.011478	1.100000	-100.00
1339	496.581453	381.284535	1.100000	-100.00
1340	196.148847	454.900467	1.100000	-100.00
1341	143.855727	338.129448	1.100000	-100.00
1342	124.996800	446.641962	1.100000	-100.00
1343	268.197293	594.034241	1.100000	-100.00
1344	604.628112	494.373835	1.100000	-100.00
1345	347.617244	257.654817	1.100000	-100.00
1346	288.092641	397.683261	1.100000	-100.00
1347	542.261284	617.969078	1.100000	-100.00
1348	526.283764	392.509455	1.100000	-100.00
1349	567.405673	471.056765	1.100000	-100.00
1350	196.761918	500.298258	1.100000	-100.00
1351	158.578182	692.344906	1.100000	-100.00
1352	181.421955	615.834269	1.100000	-100.00
1353	223.048282	694.163752	1.100000	-100.00
1354	292.144448	770.634507	1.100000	-100.00
1355	305.353750	260.087169	1.100000	-100.00
1356	54.825826	729.323781	1.100000	-100.00
1357	108.509872	540.075075	1.100000	-100.00
1358	313.757529	575.064327	1.100000	-100.00
1359	103.412447	504.708293	1.100000	-100.00
1360	469.948305	295.161168	1.100000	-100.00
1361	449.086450	724.481857	1.100000	-100.00
1362	312.783210	550.694758	1.100000	-100.00
1363	416.155251	509.457697	1.100000	-100.00
1364	425.060697	488.993304	1.100000	-100.00
1365	568.863707	620.763857	1.100000	-100.00
1366	306.947017	538.407695	1.100000	-100.00
1367	216.363419	508.473754	1.100000	-100.00
1368	223.654554	754.805731	1.100000	-100.00
1369	34.188282	610.760283	1.100000	-100.00
1370	445.774371	354.028048	1.100000	-100.00
1371	306.809413	810.286247	1.100000	-100.00
1372	260.841418	376.812720	1.100000	-100.00
1373	231.336582	300.896726	1.100000	-100.00
1374	254.302778	598.938615	1.100000	-100.00
1375	45.173724	419.784573	1.100000	-100.00
1376	431.868622	633.145839	1.100000	-100.00
1377	400.574915	336.946736	1.100000	-100.00
1378	560.605956	463.706617	1.100000	-100.00
1379	479.293147	305.604078	1.100000	-100.00
1380	296.808735	328.730552	1.100000	-100.00
1381	114.747807	300.525556	1.100000	-100.00
1382	19.040727	442.569088	1.100000	-100.00
1383	385.412387	582.876519	1.100000	-100.00
1384	291.152237	568.350749	1.100000	-100.00
1385	448.867078	474.988582	1.100000	-100.00
1386	297.522559	202.687117	1.100000	-100.00
1387	161.908470	585.257740	1.100000	-100.00
1388	253.593501	387.263599	1.100000	-100.00
1389	336.730677	722.019999	1.100000	-100.00
1390	330.962115	335.300650	1.100000	-100.00
1391	584.181920	688.311774	1.100000	-100.00
1392	326.850073	668.228376	1.100000	-100.00
1393	124.232210	342.767890	1.100000	-100.00
1394	306.834380	246.075844	1.100000	-100.00
1395	320.164686	790.897571	1.100000	-100.00
1396	70.057471	730.679568	1.100000	-100.00
1397	394.276518	561.247835	1.100000	-100.00
1398	459.836404	412.387428	1.100000	-100.00
1399	15.468561	445.289173	1.100000	-100.00
1400	256.844933	603.295645	1.100000	-100.00
1401	430.162402	793.787268	1.100000	-100.00
1402	380.219200	494.886669	1.100000	-100.00
1403	235.253063	405.952608	1.100000	-100.00
1404	108.477020	450.579817	1.100000	-100.00
1405	343.959139	303.169621	1.100000	-100.00
1406	590.051652	575.011888	1.100000	-100.00
1407	220.198064	533.627024	1.100000	-100.00
1408	162.127599	397.247660	1.100000	-100.00
1409	353.225753	285.942604	1.100000	-100.00
1410	554.496455	715.672702	1.100000	-100.00
1411	403.883100	347.098155	1.100000	-100.00
1412	428.421918	520.602803	1.100000	-100.00
1413	164.746462	638.456862	1.100000	-100.00
1414	399.565700	277.140382	1.100000	-100.00
1415	412.118116	289.382975	1.100000	-100.00
1416	595.363504	458.417570	1.100000	-100.00
1417	389.961860	694.467751	1.100000	-100.00
1418	192.161925	663.623745	1.100000	-100.00
1419	555.530668	626.617027	1.100000	-100.00
1420	113.821905	613.818003	1.100000	-100.00
1421	554.520381	411.750048	1.100000	-100.00
1422	428.222973	325.601298	1.100000	-100.00
1423	543.841762	663.481264	1.100000	-100.00
1424	282.631549	283.122856	1.100000	-100.00
1425	17.131574	519.418993	1.100000	-100.00
1426	484.893668	576.728743	1.100000	-100.00
1427	390.135242	697.398904	1.100000	-100.00
1428	49.087366	601.434227	1.100000	-100.00
1429	176.666660	678.669147	1.100000	-100.00
1430	143.141283	554.111002	1.100000	-100.00
1431	167.116107	283.376276	1.100000	-100.00
1432	568.990016	397.266191	1.100000	-100.00
1433	440.309486	335.547203	1.100000	-100.00
1434	540.567602	444.538048	1.100000	-100.00
1435	283.637419	679.316726	1.100000	-100.00
1436	83.889203	695.995402	1.100000	-100.00
1437	387.303519	709.136329	1.100000	-100.00
1438	135.746913	405.367591	1.100000	-100.00
1439	331.766900	384.809770	1.100000	-100.00
1440	240.148057	651.700982	1.100000	-100.00
1441	454.567353	505.716206	1.100000	-100.00
1442	192.454997	445.187814	1.100000	-100.00
1443	37.546237	332.601367	1.100000	-100.00
1444	112.104270	341.522391	1.100000	-100.00
1445	220.415002	393.016410	1.100000	-100.00
1446	487.756550	649.425396	1.100000	-100.00
1447	199.821581	509.402218	1.100000	-100.00
1448	245.990017	607.156313	1.100000	-100.00
1449	325.053635	699.565167	1.100000	-100.00
1450	137.608306	639.151585	1.100000	-100.00
1451	73.220618	502.130522	1.100000	-100.00
1452	597.014082	694.384200	1.100000	-100.00
1453	453.715345	281.998038	1.100000	-100.00
1454	310.160411	497.209951	1.100000	-100.00
1455	262.570899	239.220306	1.100000	-100.00
1456	511.532565	467.495921	1.100000	-100.00
1457	128.231299	463.097732	1.100000	-100.00
1458	354.145780	458.521049	1.100000	-100.00
1459	374.960244	329.387782	1.100000	-100.00
1460	506.009223	603.032891	1.100000	-100.00
1461	231.484861	636.470835	1.100000	-100.00
1462	64.440686	401.992571	1.100000	-100.00
1463	406.501419	386.245108	1.100000	-100.00
1464	123.006275	608.644982	1.100000	-100.00
1465	302.692943	436.567325	1.100000	-100.00
1466	430.744770	582.245340	1.100000	-100.00
1467	103.889029	603.413601	1.100000	-100.00
1468	339.218206	257.818846	1.100000	-100.00
1469	128.932107	613.176348	1.100000	-100.00
1470	386.387473	751.938075	1.100000	-100.00
1471	266.072974	588.257976	1.100000	-100.00
1472	503.967932	374.454689	1.100000	-100.00
1473	92.435537	624.578618	1.100000	-100.00
1474	350.890787	545.810825	1.100000	-100.00
1475	344.852258	299.724131	1.100000	-100.00
1476	418.673983	605.590995	1.100000	-100.00
1477	35.691592	483.939213	1.100000	-100.00
1478	287.744747	635.056190	1.100000	-100.00
1479	251.022438	793.257129	1.100000	-100.00
1480	209.749860	650.940301	1.100000	-100.00
1481	94.007504	621.202235	1.100000	-100.00
1482	346.443523	722.267565	1.100000	-100.00
1483	482.516521	679.935052	1.100000	-100.00
1484	577.614037	677.393513	1.100000	-100.00
1485	6.957854	670.643913	1.100000	-100.00
1486	384.719611	334.642630	1.100000	-100.00
1487	140.426002	416.990956	1.100000	-100.00
1488	598.047252	454.413606	1.100000	-100.00
1489	180.230366	258.371401	1.100000	-100.00
1490	236.753750	295.081437	1.100000	-100.00
1491	263.110887	388.915481	1.100000	-100.00
1492	599.181402	416.615752	1.100000	-100.00
1493	5.005158	661.025800	1.100000	-100.00
1494	278.337142	304.814001	1.100000	-100.00
1495	372.301601	751.417966	1.100000	-100.00
1496	477.533369	320.438851	1.100000	-100.00
1497	338.833257	765.757849	1.100000	-100.00
1498	124.465788	428.977883	1.100000	-100.00
1499	481.982380	399.720529	1.100000	-100.00
1500	406.696256	807.018819	1.100000	-100.00
1501	174.857078	377.535976	1.100000	-100.00
1502	238.731340	668.424220	1.100000	-100.00
1503	15.574173	389.600634	1.100000	-100.00
1504	465.185241	468.914420	1.100000	-100.00
1505	601.957896	467.268094	1.100000	-100.00
1506	314.591386	496.354605	1.100000	-100.00
1507	222.554926	731.196340	1.100000	-100.00
1508	353.126266	530.041117	1.100000	-100.00
1509	235.462434	501.896884	1.100000	-100.00
1510	249.180769	532.580831	1.100000	-100.00
1511	492.957952	726.647855	1.100000	-100.00
1512	439.009353	478.550202	1.100000	-100.00
1513	414.221043	578.909393	1.100000	-100.00
1514	474.614534	479.061719	1.100000	-100.00
1515	240.780344	728.746486	1.100000	-100.00
1516	141.663651	429.684527	1.100000	-100.00
1517	238.778656	769.147005	1.100000	-100.00
1518	269.867112	850.466157	1.100000	-100.00
1519	302.399809	381.569094	1.100000	-100.00
1520	158.027566	484.904564	1.100000	-100.00
1521	58.909032	719.338733	1.100000	-100.00
1522	553.319674	703.297918	1.100000	-100.00
1523	438.871958	300.375603	1.100000	-100.00
1524	148.222389	465.721578	1.100000	-100.00
1525	220.661464	533.986674	1.100000	-100.00
1526	588.007129	432.827071	1.100000	-100.00
1527	345.454002	444.393554	1.100000	-100.00
1528	312.375250	745.322202	1.100000	-100.00
1529	272.740974	438.966699	1.100000	-100.00
1530	295.154517	184.394225	1.100000	-100.00
1531	51.150389	422.711273	1.100000	-100.00
1532	597.779343	465.596267	1.100000	-100.00
1533	11.537102	494.305261	1.100000	-100.00
1534	333.669796	252.400884	1.100000	-100.00
1535	389.293937	452.724120	1.100000	-100.00
1536	534.804752	332.837870	1.100000	-100.00
1537	523.088109	351.086994	1.100000	-100.00
1538	437.795974	257.467983	1.100000	-100.00
1539	388.674393	570.170129	1.100000	-100.00
1540	359.166726	625.864665	1.100000	-100.00
1541	532.202666	511.653123	1.100000	-100.00
1542	391.397960	228.417021	1.100000	-100.00
1543	92.860803	717.991100	1.100000	-100.00
1544	236.656970	421.980323	1.100000	-100.00
1545	502.994573	311.279595	1.100000	-100.00
1546	188.750825	550.753100	1.100000	-100.00
1547	342.816909	664.878685	1.100000	-100.00
1548	228.961502	828.911910	1.100000	-100.00
1549	26.541533	640.130644	1.100000	-100.00
1550	6.695265	456.327081	1.100000	-100.00
1551	121.578430	562.488700	1.100000	-100.00
1552	280.330661	463.220639	1.100000	-100.00
1553	83.120941	599.238772	1.100000	-100.00
1554	487.659535	520.325024	1.100000	-100.00
1555	345.245747	364.737581	1.100000	-100.00
1556	302.812923	661.448901	1.100000	-100.00
1557	590.002004	506.413415	1.100000	-100.00
1558	560.467709	374.475401	1.100000	-100.00
1559	556.278479	621.362342	1.100000	-100.00
1560	569.224288	681.497640	1.100000	-100.00
1561	199.182127	515.850951	1.100000	-100.00
1562	24.744690	534.026831	1.100000	-100.00
1563	-493.812833	312.982169	1.100000	-100.00
1564	-467.450821	563.976186	1.100000	-100.00
1565	-316.407696	830.970790	1.100000	-100.00
1566	-439.150897	461.542182	1.100000	-100.00
1567	-550.221217	530.243853	1.100000	-100.00
1568	-244.016350	482.365408	1.100000	-100.00
1569	-210.943351	278.182562	1.100000	-100.00
1570	-596.998567	518.494270	1.100000	-100.00
1571	-551.773825	612.540476	1.100000	-100.00
1572	-289.893617	561.213530	1.100000	-100.00
1573	-481.317716	739.683148	1.100000	-100.00
1574	-309.153093	435.839268	1.100000	-100.00
1575	-168.505054	355.898066	1.100000	-100.00
1576	-431.163722	371.216125	1.100000	-100.00
1577	-49.176465	572.684281	1.100000	-100.00
1578	-193.366242	330.278039	1.100000	-100.00
1579	-263.294368	502.328097	1.100000	-100.00
1580	-327.380764	199.505996	1.100000	-100.00
1581	-578.996402	364.225954	1.100000	-100.00
1582	-246.706508	697.944034	1.100000	-100.00
1583	-558.608380	705.447096	1.100000	-100.00
1584	-277.651214	203.706366	1.100000	-100.00
1585	-195.425614	325.880610	1.100000	-100.00
1586	-128.966435	390.007275	1.100000	-100.00
1587	-402.952474	706.313946	1.100000	-100.00
1588	-228.957717	223.851588	1.100000	-100.00
1589	-4.495825	516.542057	1.100000	-100.00
1590	-601.065860	524.365072	1.100000	-100.00
1591	-500.511373	641.508779	1.100000	-100.00
1592	-29.726999	453.049043	1.100000	-100.00
1593	-449.809483	714.624422	1.100000	-100.00
1594	-193.990292	657.473114	1.100000	-100.00
1595	-365.016345	304.282444	1.100000	-100.00
1596	-428.356482	501.474235	1.100000	-100.00
1597	-457.972594	394.222120	1.100000	-100.00
1598	-299.110819	743.866010	1.100000	-100.00
1599	-242.493431	523.384564	1.100000	-100.00
1600	-526.903951	682.631424	1.100000	-100.00
1601	-495.054880	331.675296	1.100000	-100.00
1602	-210.767515	806.756332	1.100000	-100.00
1603	-378.989994	230.887958	1.100000	-100.00
1604	-240.704520	705.709566	1.100000	-100.00
1605	-93.533556	522.515786	1.100000	-100.00
1606	-104.141366	701.642815	1.100000	-100.00
1607	-556.999950	356.021557	1.100000	-100.00
1608	-76.725725	732.915590	1.100000	-100.00
1609	-272.315810	832.852921	1.100000	-100.00
1610	-163.344746	643.443114	1.100000	-100.00
1611	-116.156457	583.275387	1.100000	-100.00
1612	-439.609395	763.717289	1.100000	-100.00
1613	-49.821898	587.794510	1.100000	-100.00
1614	-201.982315	551.958729	1.100000	-100.00
1615	-66.078209	527.239507	1.100000	-100.00
1616	-8.694825	632.725388	1.100000	-100.00
1617	-17.379213	465.735903	1.100000	-100.00
1618	-320.175157	803.344360	1.100000	-100.00
1619	-508.478490	495.145163	1.100000	-100.00
1620	-423.861557	426.228267	1.100000	-100.00
1621	-255.554511	469.691606	1.100000	-100.00
1622	-551.025937	369.184593	1.100000	-100.00
1623	-322.997059	589.059326	1.100000	-100.00
1624	-281.078360	578.409561	1.100000	-100.00
1625	-404.040179	664.874620	1.100000	-100.00
1626	-164.214560	771.183935	1.100000	-100.00
1627	-272.939732	256.562401	1.100000	-100.00
1628	-303.145534	803.615957	1.100000	-100.00
1629	-148.675407	547.302621	1.100000	-100.00
1630	-106.335499	452.739436	1.100000	-100.00
1631	-469.306425	292.975651	1.100000	-100.00
1632	-240.998751	355.335635	1.100000	-100.00
1633	-421.432227	308.745176	1.100000	-100.00
1634	-322.958117	858.321598	1.100000	-100.00
1635	-139.421359	328.329699	1.100000	-100.00
1636	-311.005615	867.204242	1.100000	-100.00
1637	-136.524316	472.590561	1.100000	-100.00
1638	-261.636841	450.016495	1.100000	-100.00
1639	-361.184863	307.765947	1.100000	-100.00
1640	-98.189230	707.603165	1.100000	-100.00
1641	-592.725749	384.983102	1.100000	-100.00
1642	-477.104528	328.671331	1.100000	-100.00
1643	-469.017557	706.849477	1.100000	-100.00
1644	-320.133234	431.513922	1.100000	-100.00
1645	-447.383773	328.527890	1.100000	-100.00
1646	-455.378659	776.948762	1.100000	-100.00
1647	-63.786681	726.009417	1.100000	-100.00
1648	-170.952424	533.711106	1.100000	-100.00
1649	-281.993589	361.687583	1.100000	-100.00
1650	-541.174785	631.630991	1.100000	-100.00
1651	-420.111266	377.565740	1.100000	-100.00
1652	-546.503641	642.768690	1.100000	-100.00
1653	-48.813616	656.730333	1.100000	-100.00
1654	-65.138708	518.744265	1.100000	-100.00
1655	-27.427390	462.944028	1.100000	-100.00
1656	-409.051555	442.001003	1.100000	-100.00
1657	-14.608526	434.475683	1.100000	-100.00
1658	-24.945236	461.398376	1.100000	-100.00
1659	-208.887948	729.024658	1.100000	-100.00
1660	-74.429423	699.048053	1.100000	-100.00
1661	-427.330109	398.253991	1.100000	-100.00
1662	-144.529962	683.067277	1.100000	-100.00
1663	-116.056038	516.470343	1.100000	-100.00
1664	-58.651270	381.817064	1.100000	-100.00
1665	-57.647485	621.332385	1.100000	-100.00
1666	-130.917320	437.625557	1.100000	-100.00
1667	-98.283509	693.797394	1.100000	-100.00
1668	-316.655861	389.158614	1.100000	-100.00
1669	-73.694956	562.220422	1.100000	-100.00
1670	-153.516596	698.730462	1.100000	-100.00
1671	-542.078298	472.830140	1.100000	-100.00
1672	-441.037215	449.555503	1.100000	-100.00
1673	-449.412125	487.551641	1.100000	-100.00
1674	-477.003113	280.018932	1.100000	-100.00
1675	-51.977963	681.263751	1.100000	-100.00
1676	-437.437324	652.594384	1.100000	-100.00
1677	-523.483719	314.582650	1.100000	-100.00
1678	-347.989996	630.150560	1.100000	-100.00
1679	-148.341647	662.092263	1.100000	-100.00
1680	-293.347592	510.548509	1.100000	-100.00
1681	-538.348310	541.503472	1.100000	-100.00
1682	-461.401956	337.054229	1.100000	-100.00
1683	-177.078160	453.817491	1.100000	-100.00
1684	-371.336426	513.924460	1.100000	-100.00
1685	-321.075441	779.355505	1.100000	-100.00
1686	-373.389503	786.500391	1.100000	-100.00
1687	-304.446868	307.928497	1.100000	-100.00
1688	-107.457322	728.236595	1.100000	-100.00
1689	-593.006876	363.085261	1.100000	-100.00
1690	-516.146887	668.770338	1.100000	-100.00
1691	-129.247003	723.894759	1.100000	-100.00
1692	-40.093238	579.207364	1.100000	-100.00
1693	-248.076063	560.684479	1.100000	-100.00
1694	-48.806770	464.706590	1.100000	-100.00
1695	-361.110196	623.258381	1.100000	-100.00
1696	-390.733093	702.422358	1.100000	-100.00
1697	-205.526844	667.622873	1.100000	-100.00
1698	-338.326426	500.749838	1.100000	-100.00
1699	-510.592556	532.435647	1.100000	-100.00
1700	-259.096758	217.517307	1.100000	-100.00
1701	-290.324262	760.477430	1.100000	-100.00
1702	-252.314211	415.237884	1.100000	-100.00
1703	-265.872416	582.937404	1.100000	-100.00
1704	-104.102351	549.859684	1.100000	-100.00
1705	-459.308640	455.861005	1.100000	-100.00
1706	-53.375557	692.119930	1.100000	-100.00
1707	-304.474035	519.203619	1.100000	-100.00
1708	-371.994311	830.628652	1.100000	-100.00
1709	-577.259736	656.304332	1.100000	-100.00
1710	-332.875522	809.123178	1.100000	-100.00
1711	-525.396456	414.462453	1.100000	-100.00
1712	-407.986562	345.252904	1.100000	-100.00
1713	-14.627555	627.227433	1.100000	-100.00
1714	-303.905198	723.762731	1.100000	-100.00
1715	-488.487788	536.020761	1.100000	-100.00
1716	-5.079817	508.070017	1.100000	-100.00
1717	-516.528436	477.176830	1.100000	-100.00
1718	-410.710071	251.962107	1.100000	-100.00
1719	-6.799006	480.235661	1.100000	-100.00
1720	-172.236549	698.898846	1.100000	-100.00
1721	-543.843333	567.542639	1.100000	-100.00
1722	-81.006265	310.507736	1.100000	-100.00
1723	-558.234951	454.587802	1.100000	-100.00
1724	-197.699129	509.441870	1.100000	-100.00
1725	-304.471208	551.113746	1.100000	-100.00
1726	-264.053472	600.362403	1.100000	-100.00
1727	-86.749606	423.189898	1.100000	-100.00
1728	-417.790093	533.578821	1.100000	-100.00
1729	-246.401409	215.548505	1.100000	-100.00
1730	-525.930857	608.384916	1.100000	-100.00
1731	-340.613476	237.975004	1.100000	-100.00
1732	-320.696998	402.239398	1.100000	-100.00
1733	-571.328099	698.737132	1.100000	-100.00
1734	-310.473070	660.257046	1.100000	-100.00
1735	-251.784553	514.120561	1.100000	-100.00
1736	-213.579815	634.855760	1.100000	-100.00
1737	-411.041630	405.825093	1.100000	-100.00
1738	-353.187199	671.681677	1.100000	-100.00
1739	-142.735470	638.547478	1.100000	-100.00
1740	-192.745760	502.356582	1.100000	-100.00
1741	-25.325909	371.711984	1.100000	-100.00
1742	-53.170492	596.929127	1.100000	-100.00
1743	-122.977357	363.794315	1.100000	-100.00
1744	-243.359567	812.226233	1.100000	-100.00
1745	-385.046750	574.796626	1.100000	-100.00
1746	-63.207626	336.729876	1.100000	-100.00
1747	-142.927395	485.828403	1.100000	-100.00
1748	-603.516218	423.223284	1.100000	-100.00
1749	-586.352911	371.028343	1.100000	-100.00
1750	-149.999335	709.557218	1.100000	-100.00
1751	-452.968292	739.279465	1.100000	-100.00
1752	-599.822493	610.179787	1.100000	-100.00
1753	-266.143239	467.556833	1.100000	-100.00
1754	-209.511116	561.471063	1.100000	-100.00
1755	-296.047270	455.383475	1.100000	-100.00
1756	-256.644000	558.063646	1.100000	-100.00
1757	-433.447171	790.564799	1.100000	-100.00
1758	-54.129827	351.677333	1.100000	-100.00
1759	-14.925480	489.162979	1.100000	-100.00
1760	-119.254827	605.301660	1.100000	-100.00
1761	-586.910895	411.640426	1.100000	-100.00
1762	-183.969241	646.813243	1.100000	-100.00
1763	-238.763371	604.966590	1.100000	-100.00
1764	-38.435262	513.434763	1.100000	-100.00
1765	-39.657500	429.810334	1.100000	-100.00
1766	-579.026827	558.745490	1.100000	-100.00
1767	-567.352771	532.742900	1.100000	-100.00
1768	-49.323591	702.548590	1.100000	-100.00
1769	-542.471051	671.892721	1.100000	-100.00
1770	-517.056036	586.993168	1.100000	-100.00
1771	-57.295876	703.523766	1.100000	-100.00
1772	-334.903053	793.119318	1.100000	-100.00
1773	-492.602918	699.195000	1.100000	-100.00
1774	-588.334383	609.671479	1.100000	-100.00
1775	-475.915085	493.175444	1.100000	-100.00
1776	-341.531310	830.464084	1.100000	-100.00
1777	-373.219911	818.205990	1.100000	-100.00
1778	-122.942898	338.125811	1.100000	-100.00
