TAG,SINR,DISTANCE,RXNODE,TXNODE
0,1.08,243.83,1833,41
2,8.00,324.28,3281,5
2,16.89,256.82,7643,34
1,5.19,199.72,4112,27
2,9.74,58.91,5946,30
2,7.20,254.49,8291,35
0,-0.34,375.18,2606,14
2,22.34,178.72,6292,12
2,33.41,136.40,7988,53
0,0.56,214.63,5343,10
2,14.29,265.22,6079,12
2,14.62,300.47,9208,18
1,1.85,326.73,2444,23
2,18.52,247.99,4841,9
2,7.84,252.43,5162,10
2,9.59,183.43,9399,37
2,24.55,78.43,2586,5
2,31.33,80.59,5585,30
2,11.49,268.00,7944,15
1,1.38,352.10,1897,48
0,-0.33,257.40,7332,33
0,0.49,280.90,8198,16
2,24.41,122.07,5277,29
2,12.62,234.01,5281,10
2,11.27,260.92,5368,48
2,11.03,257.52,725,20
1,1.60,69.92,1293,21
2,11.42,116.89,1514,21
2,8.50,293.73,9382,37
2,7.00,209.43,491,19
2,11.01,296.57,2245,4
1,5.22,161.71,4437,46
1,4.24,380.18,6936,33
1,2.83,343.95,7038,50
1,3.13,150.39,932,20
2,8.13,238.78,5055,28
0,0.63,287.81,5654,11
2,11.02,218.61,4086,46
2,24.57,134.48,6259,12
2,9.42,285.63,7320,14
2,22.57,84.38,206,0
0,1.00,318.74,792,39
2,18.24,245.20,3813,26
2,6.19,267.04,3635,45
2,25.15,93.44,6179,31
1,4.19,83.40,6256,50
2,22.35,117.75,5187,10
2,13.74,286.12,9510,18
2,21.12,99.62,687,39
2,7.95,82.43,865,39
2,10.88,290.70,2259,23
2,17.34,224.48,6905,32
2,18.81,222.56,7172,33
2,13.49,274.94,564,1
2,8.87,189.13,3338,25
1,5.33,338.32,4205,26
1,2.60,92.15,9515,37
0,-2.16,354.85,1871,19
0,-1.65,158.17,6175,12
1,4.56,200.87,7245,14
1,2.05,221.39,4461,46
2,22.79,179.40,4837,28
2,17.34,172.80,8465,54
0,-0.35,169.93,2491,4
2,11.36,293.38,3078,44
2,10.41,74.16,3861,45
1,5.27,293.12,948,20
2,11.62,291.88,3046,24
2,31.24,122.94,7589,15
2,13.86,282.32,6431,50
2,15.22,267.80,6449,31
2,18.37,212.84,7353,14
1,2.21,383.32,1110,3
2,12.27,311.24,4403,26
2,15.62,241.22,4956,28
2,20.06,216.59,8205,16
2,20.67,208.15,8546,16
2,19.17,232.04,9004,55
2,9.15,332.41,1114,3
1,2.83,320.47,1622,3
2,6.47,202.06,4730,28
2,20.98,107.58,8955,36
0,1.10,192.92,544,38
2,15.47,231.76,1658,3
2,8.93,234.14,6220,31
1,1.96,330.11,6754,13
2,20.50,201.08,9014,55
2,11.21,229.75,2419,4
1,5.07,277.12,3616,45
2,14.39,283.30,6308,50
2,12.86,140.70,9029,55
1,2.90,363.88,1663,48
2,21.32,97.96,2304,23
2,18.68,159.27,6407,50
2,13.72,221.01,4414,27
2,13.69,285.54,7577,53
2,15.18,300.66,9313,18
2,21.32,183.84,2457,4
0,-2.82,575.68,3410,5
1,4.71,89.22,3625,26
2,13.07,109.65,4824,47
2,10.64,245.94,6928,51
2,15.47,301.75,5045,28
2,14.14,295.93,5115,29
1,4.62,274.21,8896,36
1,4.45,266.90,1010,1
2,16.50,177.42,2792,5
2,9.62,278.61,3511,6
0,0.91,346.26,5841,22
2,13.08,180.78,6114,12
0,0.65,305.28,7446,52
2,15.67,299.57,8689,55
2,18.67,212.51,9022,36
0,-0.28,374.80,1980,19
1,4.23,314.89,3767,45
2,19.48,237.57,5401,29
2,13.78,270.54,5199,10
2,9.08,115.47,6024,49
2,26.73,133.86,1170,40
2,9.37,299.76,2340,23
2,16.82,218.97,5165,48
2,16.63,133.87,4657,47
2,16.75,266.75,7013,51
2,9.18,271.94,7679,34
0,0.61,269.08,507,19
1,5.87,242.33,3303,6
2,14.97,176.92,6913,51
2,15.88,287.36,4290,8
2,18.53,232.51,5527,29
2,10.89,340.42,5766,30
2,33.87,128.37,5955,30
1,1.31,292.59,6753,13
1,5.82,338.21,642,37
2,28.53,96.89,1054,20
2,11.17,217.89,3280,44
1,2.79,320.50,7174,33
2,10.68,255.71,7868,53
2,6.64,332.34,8831,16
2,24.13,127.79,6008,49
2,16.89,303.42,7824,53
2,13.87,165.11,8101,16
2,8.26,288.60,8403,54
2,20.17,235.59,3870,7
1,5.81,292.10,5107,48
2,6.38,289.05,5625,11
2,20.45,116.12,6814,51
2,25.14,167.12,8944,17
1,5.78,243.29,9163,37
1,5.11,240.63,293,38
1,4.66,362.12,1527,20
0,-1.83,348.61,6422,49
2,11.09,214.23,4124,27
1,1.35,217.52,4754,47
2,7.72,354.45,5053,10
2,10.95,240.37,7228,52
2,18.00,206.73,9377,56
2,14.78,127.28,205,0
2,10.97,309.93,1415,3
0,0.50,375.36,2029,19
2,15.34,233.77,6769,51
0,-3.99,55.97,1673,41
2,8.48,295.22,3777,26
2,7.61,211.63,4384,46
2,15.67,295.67,4739,28
1,3.01,352.16,9463,45
2,17.28,202.96,2638,5
0,-0.31,278.04,3333,44
2,22.26,201.55,4695,28
1,2.63,317.14,8076,16
0,-0.45,230.54,2209,4
2,13.17,274.86,3272,6
2,14.63,172.70,6344,12
2,8.49,235.73,137,0
0,-1.08,292.23,5363,29
2,10.67,317.66,6904,50
2,28.11,86.66,5490,10
2,18.87,110.56,6535,31
2,15.82,165.44,7262,52
2,6.85,262.59,2347,42
2,14.12,269.20,6789,13
1,3.46,351.44,7555,42
2,8.51,287.91,7601,15
2,10.24,302.74,7985,15
2,12.44,303.56,8664,55
2,29.19,134.86,9502,18
1,1.26,401.57,939,46
0,-0.36,263.30,2615,24
0,0.64,252.64,5250,48
1,5.00,300.56,6095,12
2,23.64,162.24,8166,54
2,13.19,239.99,9503,56
2,8.07,333.33,9512,45
2,22.97,74.20,548,0
2,20.80,72.04,1812,41
2,22.43,239.95,5778,30
2,10.65,300.13,4231,8
2,26.77,134.22,5024,9
2,15.76,187.91,6586,13
2,24.60,176.17,7934,15
2,12.62,277.95,9117,56
2,7.74,331.52,2078,13
2,7.24,234.89,2288,42
1,2.49,341.48,3628,1
2,11.77,266.93,8723,55
0,-2.38,353.73,2044,48
2,12.40,320.40,4866,28
0,0.16,293.79,6811,13
2,18.00,254.29,8918,17
2,19.03,149.09,9371,56
2,14.82,245.85,3789,26
2,15.58,225.50,7515,52
1,5.53,267.28,8353,35
1,4.74,267.81,8523,16
1,3.68,295.87,1025,20
1,3.13,305.30,3079,25
2,20.63,187.63,6509,50
2,10.68,199.55,8701,55
2,14.74,266.06,9315,18
2,11.68,203.98,3058,5
1,4.53,282.30,4632,47
1,1.59,251.75,8219,16
2,12.19,251.37,8138,35
2,9.56,259.45,200,38
2,6.48,135.39,1395,2
2,21.38,182.81,4506,27
2,20.43,131.07,7891,34
2,13.65,99.99,6516,12
2,16.84,262.61,7664,53
2,23.91,172.45,7763,34
2,12.58,166.72,3900,26
0,-2.92,597.89,4139,26
2,21.92,201.74,4155,8
0,-0.38,323.70,5732,49
1,5.98,303.75,7649,15
2,21.59,133.68,154,19
2,11.50,199.40,438,19
2,9.17,212.82,1809,22
2,30.38,116.29,7826,34
2,22.06,180.32,8892,36
0,-0.10,242.37,7288,33
2,11.90,254.17,7702,34
2,8.48,209.28,7932,34
2,21.28,180.48,9140,37
2,11.73,234.72,3159,44
2,24.88,146.61,4447,8
2,15.16,139.39,6390,31
1,3.77,139.25,7489,33
0,-3.74,265.41,9160,18
2,21.10,157.08,2475,4
2,14.45,214.31,3286,6
2,29.87,140.30,3831,7
2,6.62,267.70,7847,34
0,-0.11,325.94,8242,35
2,18.70,221.01,8453,54
2,29.80,105.50,8638,17
2,10.42,323.68,8964,56
2,8.66,304.99,1116,2
1,3.61,241.72,4702,28
2,25.04,97.91,5203,29
1,3.65,332.24,957,46
2,7.52,300.10,4723,9
2,23.65,181.57,9178,56
1,1.90,200.68,4158,8
2,9.60,271.72,4936,9
1,2.05,336.93,685,46
2,9.06,296.67,2580,43
1,4.96,366.66,2813,14
1,5.01,290.99,1418,21
1,1.28,342.64,2101,41
2,8.93,293.84,6110,50
2,13.59,272.70,7109,14
1,1.72,236.27,7680,53
2,22.16,198.49,7945,34
2,8.10,183.29,8541,54
2,22.02,91.84,2756,24
1,1.18,318.95,3093,25
2,12.68,176.29,5518,10
2,7.93,303.30,4065,27
2,24.30,171.28,4128,8
0,-0.45,369.11,5502,11
2,20.67,121.61,5561,48
2,12.20,196.15,6127,12
0,-4.34,593.49,1152,47
0,-3.09,524.43,3828,8
2,15.55,218.19,3830,7
0,0.24,390.04,7254,34
2,13.16,206.03,589,20
2,16.22,264.97,3860,26
2,19.83,130.89,7249,33
1,4.12,238.13,6028,49
2,18.60,171.33,6665,32
2,26.52,158.48,8680,55
2,26.69,84.13,601,39
2,7.44,142.67,944,1
2,11.56,226.69,1662,41
2,25.52,99.55,3949,45
2,12.52,244.58,6818,32
2,20.22,166.08,7001,51
2,12.20,191.14,2173,42
2,13.05,145.34,3138,6
0,-0.15,275.51,3565,7
2,10.02,328.71,7360,34
0,-0.31,406.05,7544,42
1,2.87,268.63,8772,55
0,0.10,205.42,267,0
2,10.09,257.30,3310,44
1,4.89,69.02,6956,32
2,10.06,286.42,5287,10
2,18.09,257.80,6717,32
2,8.32,297.92,956,1
2,26.33,97.19,1487,2
2,20.98,184.29,3481,44
2,13.76,172.14,3019,24
2,25.77,151.14,7148,52
2,17.55,213.34,839,39
2,21.80,166.17,1026,1
2,9.80,116.51,1791,3
2,17.66,259.93,4728,28
2,15.20,273.88,6975,32
2,26.07,137.28,8110,16
2,25.24,173.82,9545,18
0,-0.75,347.79,2247,13
2,23.90,102.12,4380,8
2,13.72,232.73,8217,54
2,12.65,291.04,7086,33
2,20.08,94.59,672,39
2,15.45,259.72,6017,11
2,6.40,310.16,7010,51
2,9.92,287.70,4053,45
2,15.96,228.32,7392,14
2,13.08,149.68,8281,54
2,18.18,216.89,8758,36
2,14.28,184.77,8863,36
2,17.79,91.68,691,39
2,22.76,163.30,3636,45
2,13.56,234.69,3963,45
1,5.06,213.13,4042,45
0,-2.14,618.82,4328,26
2,25.04,144.91,5977,11
2,16.01,192.15,8838,17
2,17.31,91.87,2577,24
2,18.51,210.08,3005,5
2,9.01,300.28,4869,9
2,9.45,319.49,6602,50
2,11.50,205.48,8270,54
2,17.63,222.18,2860,5
1,2.17,229.00,3792,7
1,2.39,350.47,6261,49
0,0.67,276.83,7690,15
2,26.67,135.19,3548,44
1,3.09,295.16,4775,9
2,17.19,160.49,5249,10
2,12.50,236.47,7754,15
0,-0.18,304.86,8764,36
1,4.90,251.00,9338,56
2,17.24,140.21,131,38
0,-1.53,347.85,6845,33
0,-1.10,579.32,6868,50
2,21.04,76.00,3809,26
1,2.62,345.27,6094,49
0,0.32,284.04,6445,31
0,0.38,175.60,3775,26
2,12.27,297.57,3808,45
1,2.22,209.12,4714,9
2,7.14,237.41,5217,10
2,15.95,171.32,5712,30
2,20.67,186.21,1145,2
1,3.30,369.80,2964,35
2,9.94,200.88,3109,44
0,-0.13,352.72,4968,27
1,2.51,262.39,6408,50
0,-3.01,251.23,9310,56
2,7.37,340.76,1891,48
2,6.66,326.54,3068,36
2,13.28,277.23,3257,6
1,1.56,212.91,1642,22
2,18.78,159.40,3117,25
1,4.00,382.19,5547,11
2,12.75,280.03,812,39
1,1.40,189.25,1221,2
2,21.67,90.28,1449,40
2,18.51,208.22,820,1
2,28.58,103.52,1475,2
2,6.75,244.65,4425,46
2,18.68,167.60,6142,50
2,10.47,193.75,8846,36
2,10.11,321.12,1161,3
2,6.17,344.40,1784,19
0,1.05,379.19,5950,22
0,-1.94,300.38,8040,34
2,26.92,82.62,8932,17
2,26.12,124.34,1079,40
2,7.57,306.80,2485,42
2,10.06,211.26,6870,13
2,10.68,258.58,7624,53
1,1.65,386.86,9433,6
2,15.70,176.21,1669,22
2,12.00,268.10,3135,25
2,23.28,169.81,5077,48
2,6.87,268.19,1507,40
1,5.55,83.39,3450,6
1,4.90,306.29,3213,6
2,7.97,58.36,4117,27
2,7.62,314.32,9420,56
1,4.40,208.56,1234,2
2,22.29,170.57,2714,5
2,11.10,297.23,2951,5
2,24.32,140.78,1440,21
2,6.53,318.06,4822,28
2,22.45,165.74,9339,18
1,3.35,346.62,4311,26
2,17.04,178.09,847,1
2,8.04,148.97,1866,41
2,6.46,188.64,3485,25
2,22.16,167.28,1050,1
2,15.68,244.79,2626,5
2,9.01,344.36,5530,11
2,26.13,86.60,7980,34
2,29.48,115.14,8614,55
2,17.21,270.22,8815,55
1,3.29,216.71,9198,56
1,1.34,306.68,3454,44
2,19.25,205.29,7197,14
2,16.80,311.45,7653,53
2,22.34,203.87,3655,45
1,1.77,348.94,5550,21
2,20.23,115.26,7864,15
1,1.21,317.63,1340,2
2,22.56,172.49,1746,3
2,28.94,112.23,4069,27
2,9.07,298.78,744,20
0,0.89,337.95,5826,11
2,25.37,152.18,6075,12
1,1.45,274.03,7530,14
0,-0.70,339.19,2893,5
2,12.67,144.48,3255,44
2,6.79,361.25,4677,27
2,22.93,195.07,7322,52
1,1.55,309.47,8131,54
1,5.46,361.84,678,0
2,11.35,287.88,2250,4
2,14.83,242.72,6057,11
2,11.69,286.04,8765,17
2,10.54,86.32,9474,18
2,20.57,181.05,1472,2
2,25.14,177.54,3843,45
2,23.44,172.23,4996,28
2,19.73,98.20,5388,48
0,0.21,74.86,5970,30
2,26.46,156.43,6076,50
0,-0.46,176.48,1376,21
2,8.69,263.78,2906,24
2,22.66,109.79,2954,43
2,12.56,296.10,6310,31
2,7.02,266.14,1364,2
0,-2.95,342.78,1995,41
2,8.53,251.50,5569,30
2,15.76,274.12,3905,45
2,25.89,97.73,7003,32
0,-0.84,228.61,6034,30
2,28.21,141.00,9059,55
2,6.14,218.97,3279,25
0,0.15,347.70,3620,45
1,2.50,345.73,5539,21
2,23.97,115.11,7859,53
2,12.27,289.83,1089,21
1,2.65,288.17,1537,40
1,5.15,228.37,5503,29
2,10.07,232.81,505,38
2,21.28,185.72,1896,22
2,8.11,349.41,6657,33
2,21.62,200.36,5774,49
0,0.02,369.14,6737,33
2,17.81,208.49,8439,35
0,0.30,326.64,1211,40
1,1.37,366.89,3553,39
2,12.08,257.07,5136,29
1,5.46,293.24,4169,27
0,-1.02,585.25,6741,33
2,12.30,281.13,7699,15
2,23.09,147.09,1006,39
2,15.39,183.33,2696,43
2,12.74,236.55,5073,29
2,6.76,237.00,6254,12
1,2.46,306.12,8725,55
2,14.55,254.53,9023,36
2,19.57,228.58,9271,18
1,2.86,312.19,1264,2
2,20.46,150.30,3398,44
2,18.75,70.95,3879,7
2,8.65,330.76,1790,19
2,6.03,148.65,5727,30
1,4.36,375.46,5434,11
2,13.71,214.42,6862,32
1,3.76,360.90,8632,56
2,11.51,63.03,1972,41
1,1.61,386.88,4260,2
2,14.81,267.70,4580,9
2,22.51,159.90,2883,5
2,21.22,159.20,4950,47
2,21.99,189.83,8675,17
2,15.49,269.51,8757,55
2,8.99,283.98,3145,44
2,25.02,171.73,6164,31
2,29.37,120.60,7644,53
2,17.03,151.33,5893,30
0,0.71,256.43,1555,21
2,13.42,227.42,2720,43
2,24.18,178.80,4509,8
0,-3.41,603.21,6629,33
0,-0.92,577.14,6873,33
1,5.86,251.53,8077,35
2,14.54,288.13,8905,17
2,10.14,290.77,474,19
2,15.46,184.61,1901,41
2,9.46,268.46,6499,31
2,21.55,177.82,3052,5
2,12.69,252.07,6616,51
2,27.22,141.55,9180,56
2,27.60,138.02,6538,31
2,19.36,165.68,7158,14
2,9.80,226.02,7884,15
2,9.73,325.88,7991,43
2,12.94,191.41,1912,22
2,10.61,200.04,3867,26
2,14.53,113.15,4593,47
0,-1.99,331.07,2333,23
2,9.42,323.10,2610,35
2,7.90,242.86,2866,24
1,3.01,264.57,6051,30
2,19.82,230.08,6052,11
2,23.44,93.14,710,20
2,23.87,81.14,1230,40
2,10.48,303.06,2182,42
2,17.32,164.34,6985,51
2,11.77,64.19,9493,18
1,2.59,310.40,4973,47
1,1.32,355.63,6568,33
2,23.58,129.40,8253,54
1,5.89,158.06,481,38
2,13.44,199.69,1925,3
1,5.91,269.28,2604,5
1,1.64,58.96,4589,9
2,11.33,211.12,5068,48
2,21.90,258.94,7676,53
2,18.68,231.81,9516,56
0,-2.77,569.62,1448,3
2,17.42,221.89,1828,41
0,0.15,384.45,3408,39
0,-0.34,347.08,4114,2
2,24.91,166.22,4718,28
0,-0.72,412.97,6973,33
2,9.91,241.22,8920,36
0,-4.61,66.29,945,1
2,11.94,172.62,2262,42
0,-1.49,416.20,3105,39
2,25.09,147.97,5154,48
2,19.21,259.96,5790,30
2,13.84,300.85,6922,51
2,12.45,89.46,145,0
1,5.09,139.34,2025,3
2,14.09,259.08,2907,24
2,7.32,146.79,663,39
1,3.41,340.31,4312,26
1,4.81,360.21,7406,42
1,1.17,325.53,7640,15
2,19.38,71.81,8543,16
2,8.45,265.54,9506,56
2,8.34,223.73,934,39
1,3.23,368.58,1269,20
1,3.49,305.85,1549,21
2,14.71,230.58,8555,35
2,17.07,218.54,8876,36
0,0.67,371.29,3289,5
2,27.80,92.81,3499,25
2,24.02,124.90,5001,47
1,5.42,289.13,5449,10
1,4.45,285.63,6353,12
2,16.87,277.12,6760,32
2,24.14,144.74,999,1
2,12.23,158.03,2225,23
1,1.70,354.73,4804,10
1,3.84,341.93,8022,43
1,2.06,371.87,8354,44
2,28.42,109.25,1094,21
2,7.05,287.81,2911,43
2,10.82,112.37,4093,27
2,17.05,151.77,5299,29
0,0.85,335.48,5428,11
1,3.13,272.61,5640,49
2,14.19,212.08,6825,51
0,-1.34,321.59,1958,41
1,4.40,260.20,2706,5
2,17.04,259.46,3720,26
2,9.76,311.21,3523,36
2,31.88,95.61,3912,26
1,2.56,339.17,4134,8
1,5.42,338.95,1082,47
2,16.63,216.30,3414,44
1,3.46,306.14,3821,26
2,16.29,241.60,6073,12
0,-2.07,355.50,6421,23
2,11.34,61.51,8573,36
2,12.41,306.37,8628,56
2,26.57,159.31,3868,26
1,1.85,293.74,6357,50
2,9.84,193.22,8226,16
2,7.61,326.94,6074,31
2,6.31,333.70,7291,42
2,6.42,317.02,8911,16
2,8.61,149.62,381,19
2,7.08,267.87,2414,23
2,20.64,184.57,5784,49
2,13.56,194.03,4734,9
2,7.52,220.04,2303,4
1,3.01,318.17,4073,46
2,6.99,266.64,4313,27
2,24.12,179.31,7543,33
2,11.55,278.94,7638,15
1,4.01,323.98,7729,34
2,20.23,176.07,9159,18
2,10.54,293.13,1819,41
1,1.30,275.59,3196,25
2,25.93,155.11,5028,28
0,-2.87,349.20,1690,22
2,20.16,91.53,3639,7
2,12.31,275.72,7727,15
2,10.78,218.06,8183,35
2,20.23,70.19,9113,37
2,15.19,253.91,5468,29
1,4.50,302.79,5855,11
2,20.83,184.58,6590,32
2,13.09,110.13,8561,35
2,15.21,161.51,8756,55
2,6.58,193.40,8794,36
2,11.60,219.53,1715,22
0,-0.37,103.33,6536,12
1,2.02,260.55,7566,34
2,34.43,92.33,5696,30
2,11.79,299.89,3991,26
1,4.75,331.28,9494,6
2,10.62,283.71,1052,1
2,8.65,211.58,3161,6
1,5.83,170.35,3515,6
2,14.96,221.34,6529,12
2,11.53,299.90,7345,52
0,-1.25,362.47,2108,41
2,19.04,182.29,3128,44
2,17.46,202.38,5979,49
2,10.50,186.47,5218,10
2,9.90,241.33,5880,30
2,7.87,59.28,7788,15
2,13.39,69.35,8008,15
2,18.92,117.51,8565,36
2,8.13,226.93,143,0
2,25.90,148.32,4419,8
2,8.65,164.40,4853,47
2,15.78,235.12,9497,18
2,13.34,260.73,1609,41
2,22.65,104.57,3404,44
2,10.85,264.95,6490,50
2,24.59,92.05,8645,17
1,1.15,223.38,539,0
2,14.71,249.55,1070,21
0,-0.62,67.75,1182,40
2,10.08,226.12,2673,24
1,3.05,292.50,6273,31
2,7.42,281.65,6613,51
2,9.29,96.52,8315,54
2,29.49,129.98,9274,18
1,3.85,249.80,930,20
1,1.90,109.71,1949,3
1,5.39,364.49,2369,13
2,18.34,137.05,2592,24
2,15.77,290.54,7362,52
2,18.99,169.92,7206,52
2,9.84,321.89,8206,44
0,0.97,353.26,1567,12
2,7.38,161.39,3190,25
0,0.77,362.79,3580,1
2,22.69,70.40,8436,16
2,11.23,162.96,3856,26
1,3.81,362.16,4518,2
0,-0.70,170.62,8144,54
1,3.59,573.91,4061,1
2,29.38,85.27,5177,29
2,26.21,167.15,5879,11
1,5.95,268.42,6372,12
2,23.89,157.91,8570,36
1,5.74,267.59,981,39
1,4.41,346.37,2736,14
2,6.55,145.86,3028,5
0,0.85,325.68,7415,14
2,11.51,281.54,9154,56
2,12.16,274.14,2812,24
1,1.90,348.02,3539,5
2,12.93,262.42,4120,46
2,11.08,263.79,3956,7
2,21.18,72.79,9379,37
2,9.93,60.70,6332,12
0,-0.79,359.95,7731,43
1,5.23,276.69,2296,23
2,14.04,224.48,5737,11
2,27.28,122.27,5817,49
2,7.82,150.44,6809,51
2,14.25,262.10,860,1
1,1.65,300.66,3048,5
0,0.86,237.55,5907,11
2,13.17,208.81,5858,49
2,12.95,275.01,6166,50
2,12.67,249.36,6439,50
2,8.93,264.54,1666,3
2,14.89,215.23,3711,7
1,2.03,191.43,4105,46
2,19.68,75.79,863,39
2,25.42,168.72,5445,10
2,15.64,193.96,5940,11
2,13.27,104.16,4990,9
1,2.82,312.32,9306,37
2,6.58,345.73,280,25
0,-0.34,410.09,1069,47
2,11.45,180.93,1482,21
1,5.44,217.77,7237,14
2,28.59,126.10,9521,18
2,11.36,295.87,972,39
2,10.44,288.45,2047,22
2,12.74,299.66,6874,32
2,14.01,252.40,7037,13
2,25.75,89.44,6078,50
2,17.93,223.40,6313,12
2,13.37,218.43,6964,32
2,28.81,103.77,3540,6
2,16.09,216.04,8549,35
2,7.00,275.63,1697,22
1,4.96,306.97,2900,24
2,21.70,189.03,6781,51
2,11.00,267.36,2454,42
2,27.99,146.03,7954,53
2,9.20,328.57,9292,45
1,3.61,354.16,9334,45
2,11.60,295.66,1332,21
0,-0.86,561.92,4305,2
2,12.09,181.92,7927,15
2,28.07,103.15,5264,10
1,5.49,57.12,6470,50
2,14.49,268.77,9169,56
2,18.17,194.03,6232,12
0,-0.26,286.34,7495,14
1,2.73,611.61,7688,43
2,6.57,186.05,547,19
2,17.80,216.73,1185,21
2,12.74,67.62,6184,31
2,7.93,200.64,1932,41
2,10.97,123.95,2642,5
2,7.77,330.03,4227,8
2,15.28,203.73,5108,10
1,5.54,236.81,5787,30
2,19.53,140.04,639,39
1,5.50,263.36,1585,41
1,5.84,369.98,1621,12
2,19.89,198.84,1265,2
2,20.16,278.07,5704,30
2,23.05,135.85,6764,13
2,18.89,220.02,8029,34
2,10.84,271.83,2217,23
2,14.00,250.65,4059,45
2,11.29,243.91,4239,46
2,16.70,256.95,9318,56
0,0.58,317.29,418,19
2,15.24,198.59,7343,14
2,15.13,280.68,7666,34
1,5.13,306.15,4005,26
2,15.34,224.47,4564,47
2,7.32,298.73,334,19
2,22.15,149.39,3330,44
1,3.48,381.22,3374,36
2,15.23,293.78,8929,55
2,9.98,221.59,2456,23
1,1.53,167.71,6453,12
2,14.26,92.61,6466,50
2,16.30,286.67,4943,9
2,14.99,277.49,7027,51
1,4.36,89.81,8086,35
1,1.19,383.35,2722,14
2,22.47,191.24,4453,8
2,6.43,200.76,4806,9
0,-2.18,590.45,6791,50
2,11.48,294.96,1144,40
2,30.89,125.97,3676,45
2,17.44,210.51,3995,45
2,11.68,210.92,3219,44
2,17.52,219.33,8161,54
2,14.60,65.81,406,19
2,7.15,303.00,5932,30
2,18.20,77.74,6167,31
1,1.46,357.47,1151,3
2,25.13,144.40,2748,24
2,29.81,94.56,6869,51
2,11.90,177.93,1591,22
2,17.58,139.33,6228,31
0,-4.13,631.63,9402,6
0,0.11,401.20,706,37
2,18.18,247.69,3661,26
2,10.09,203.74,5310,10
2,20.75,188.24,2927,5
1,4.18,370.11,256,25
2,12.68,280.81,789,20
2,12.62,64.95,1318,21
1,1.22,281.27,1965,22
1,3.55,333.38,4852,27
2,14.60,192.69,5213,10
0,-0.69,275.97,2112,23
1,2.05,93.66,6247,50
2,18.96,214.89,7498,52
2,20.77,99.73,7720,15
2,22.04,172.76,139,19
2,11.57,171.15,708,20
0,0.05,96.95,2016,41
1,5.47,339.95,7314,34
2,27.79,84.36,9172,37
1,5.08,324.19,2348,41
2,16.35,251.99,3563,7
0,-0.82,318.07,6103,50
2,10.55,232.44,8054,53
2,13.49,273.10,8997,36
0,-0.70,197.24,4285,8
2,20.49,176.82,4405,27
2,9.69,281.53,7603,15
2,24.57,155.34,5513,48
1,3.21,246.64,7894,15
2,10.06,270.80,8609,55
2,9.84,319.71,9138,45
2,10.35,198.60,887,20
0,-0.63,389.83,1210,20
1,4.20,227.23,3569,7
2,9.88,293.25,6211,31
1,5.36,232.98,6703,51
2,22.04,223.86,7804,53
0,1.06,223.19,90,19
1,3.11,246.61,1495,21
2,9.00,309.30,2280,41
2,6.20,214.35,426,38
2,6.15,370.09,703,0
2,11.78,282.92,6617,51
2,14.13,227.48,2285,4
2,8.54,213.41,5660,11
2,16.61,200.61,573,20
2,10.57,294.51,1266,40
2,6.61,225.04,1977,3
2,6.43,171.67,5964,11
0,0.94,278.34,6108,50
2,27.11,152.22,6182,50
1,3.93,381.75,8116,44
2,14.81,229.48,8286,54
1,3.65,277.99,1001,39
2,19.01,199.85,3252,44
2,9.26,288.70,5298,10
2,14.31,263.12,9221,56
2,9.81,246.74,360,0
2,20.43,192.26,959,20
2,14.67,284.08,5992,11
2,27.20,88.51,8471,35
1,1.56,292.55,9316,56
2,12.96,263.21,9327,56
2,19.28,206.79,874,1
0,0.12,171.91,3514,25
1,5.80,316.64,7916,15
1,4.02,381.81,341,4
2,22.05,111.28,1604,22
1,5.25,336.99,8962,56
2,27.65,123.85,1481,40
1,2.01,134.78,8334,16
0,-0.62,367.61,5237,11
2,7.13,260.01,6120,12
2,8.62,295.82,8046,34
0,-2.28,589.67,8515,15
2,20.40,192.67,2316,4
0,0.38,378.48,3210,36
2,23.12,170.20,6423,50
1,3.39,353.27,2336,41
2,7.66,197.22,5505,10
2,17.15,111.44,6651,13
1,2.53,391.02,3285,39
2,13.99,201.54,3769,45
2,12.95,292.63,9099,56
2,11.50,243.10,3133,25
2,13.73,258.00,5797,49
2,12.93,320.08,6897,51
2,16.01,233.51,3461,25
2,9.21,330.59,4967,10
2,28.49,102.59,5155,48
2,21.21,213.50,5875,49
2,8.00,315.71,6468,31
0,-0.23,312.07,1243,40
2,21.20,78.15,2429,4
2,13.67,111.73,2832,43
2,9.44,276.37,7800,53
2,11.32,292.69,8267,54
2,9.89,320.74,991,37
2,26.00,105.74,1345,40
2,19.56,186.99,8579,17
2,27.20,105.70,2502,4
2,18.84,67.10,4497,27
1,3.11,231.31,4377,46
2,9.90,281.76,6903,51
2,7.60,267.03,7080,52
0,-0.31,245.44,735,20
1,5.70,156.44,2889,43
1,4.24,206.60,4050,26
0,0.17,162.46,397,19
2,23.12,185.94,5208,10
2,22.27,180.69,8519,54
2,14.31,122.20,7214,33
2,9.04,280.49,7906,53
0,0.63,368.18,797,37
2,16.21,271.46,4656,28
2,15.71,262.52,5580,11
2,20.29,142.27,6838,51
0,-0.37,311.25,347,38
2,14.77,152.56,2232,42
1,6.02,362.49,6238,23
2,19.42,141.82,821,1
2,7.89,162.73,3462,25
2,21.11,214.67,4933,28
2,11.53,234.20,6758,51
2,19.82,130.18,9218,56
1,5.93,371.82,428,4
0,-2.73,573.80,441,40
2,11.57,285.76,771,20
2,28.23,140.00,9092,56
2,8.45,331.79,2154,13
2,13.70,258.83,2459,42
