TAG,SINR,DISTANCE,RXNODE,TXNODE
1,3.75,121.01,1123,40
2,10.45,133.76,3727,7
2,26.70,116.14,5015,47
0,-2.66,523.66,7582,52
2,14.95,123.77,6066,12
2,19.58,231.54,8761,55
2,7.13,314.67,448,40
0,0.60,360.20,2699,14
2,10.69,310.73,3081,5
2,29.57,90.64,7041,51
2,19.20,193.19,8021,15
2,9.28,91.35,1381,21
1,4.58,289.02,2618,24
2,23.44,167.59,5359,48
2,7.88,325.91,2710,35
2,23.21,161.21,3549,25
2,22.50,74.78,4644,28
1,1.32,257.35,5759,11
2,12.15,142.92,5840,30
0,0.41,389.88,482,4
2,23.73,162.54,1616,22
2,14.28,253.55,2373,42
2,28.22,77.87,7876,34
2,15.53,274.48,8640,17
2,6.83,270.44,6257,12
2,7.74,301.77,6779,13
1,2.16,370.90,6919,33
1,4.97,78.68,4410,8
2,7.26,322.34,4981,9
2,16.82,264.39,9005,55
1,1.65,232.16,2809,24
2,32.18,96.17,3677,7
2,16.97,198.57,3752,7
2,16.64,139.40,6624,13
2,11.59,311.28,8612,56
2,12.05,153.74,9043,55
2,19.04,240.72,9429,18
2,8.82,294.29,3700,7
2,28.24,121.65,3835,7
2,14.82,270.43,6205,50
2,17.23,229.21,6260,12
2,11.32,276.17,7964,53
1,2.85,373.73,4040,1
1,4.50,56.71,4628,9
2,7.51,340.14,9196,45
1,4.31,214.02,2171,42
2,9.99,221.75,2460,42
0,-0.22,358.26,3054,35
2,28.44,112.79,7877,34
0,0.10,249.68,5688,11
2,14.05,160.72,6282,50
2,12.89,301.07,7299,33
1,4.09,355.75,9259,45
2,13.35,260.94,5498,48
1,2.23,395.52,8298,44
0,0.91,220.31,8953,36
2,26.66,91.00,1300,40
2,19.93,192.67,1598,3
0,-3.99,281.20,3641,7
2,25.54,170.84,3892,7
2,24.53,185.45,6019,30
1,4.97,234.15,175,0
2,7.63,285.18,807,1
1,2.85,141.28,898,39
2,24.44,147.58,1725,3
1,2.42,351.44,1889,12
2,12.52,263.67,2129,4
2,28.06,80.62,6236,31
1,2.43,327.85,7375,14
1,2.09,85.96,79,0
2,16.96,225.30,365,0
1,2.33,309.06,1588,22
2,15.61,162.07,8990,36
2,19.18,205.87,4639,47
1,3.46,230.80,1260,2
2,7.65,281.23,7321,33
2,9.45,230.74,8088,16
1,1.20,370.83,7635,43
0,-2.89,347.42,8037,34
2,12.70,116.21,8397,35
1,1.56,234.30,1373,21
1,1.29,337.96,5046,27
1,2.72,124.46,6994,32
1,2.25,314.86,2334,4
0,-0.02,191.04,4849,9
2,15.22,180.85,5157,10
2,10.52,295.60,924,20
2,7.72,173.99,3397,44
0,-0.80,575.68,4075,2
2,7.31,329.76,6083,49
2,10.80,61.08,7426,14
1,2.15,293.56,1353,2
2,9.64,104.01,4214,8
1,2.59,378.00,5770,22
2,14.12,248.09,3659,45
2,8.26,323.85,6324,23
2,13.63,113.54,6399,50
2,12.38,235.61,728,39
2,19.26,204.25,2755,5
2,10.43,284.60,3435,6
1,5.72,309.73,6671,32
2,6.75,294.34,6820,13
2,10.26,308.71,6872,32
0,0.89,342.66,7560,42
2,18.20,213.73,1169,2
2,24.22,146.38,2060,3
2,14.74,249.08,6234,31
2,6.57,332.72,3118,39
2,25.61,114.80,4217,8
2,24.00,181.80,7189,33
2,8.47,293.66,7568,15
0,-2.68,291.60,8375,16
0,0.69,302.42,287,38
0,-1.44,153.77,2548,4
2,15.36,215.11,2988,5
2,22.15,86.52,1279,21
0,0.82,311.66,6091,12
2,20.23,149.13,6859,13
0,0.44,282.60,2743,43
2,13.64,247.02,4413,27
2,7.83,214.65,6151,50
2,10.03,289.98,8227,35
2,19.40,206.56,9205,37
2,24.20,98.16,493,19
2,25.99,125.34,785,20
0,0.44,305.77,2665,5
1,1.94,249.87,9407,37
0,-2.99,577.80,3373,5
2,10.85,188.32,5335,48
2,8.75,346.66,8083,54
2,12.01,70.39,3155,25
2,21.62,179.66,4175,27
2,15.40,302.71,5018,28
2,16.45,273.19,5093,29
2,21.96,72.48,7119,52
1,1.76,260.19,2115,23
1,1.87,271.66,2574,5
2,10.55,261.43,2590,24
0,0.41,410.19,9439,45
0,-1.97,505.52,5686,31
1,1.91,93.32,5697,11
2,20.05,226.99,7750,15
0,-2.25,593.91,9282,6
0,-0.57,234.96,1682,3
2,16.00,160.80,3239,6
2,7.89,184.75,4346,27
2,24.16,166.84,5587,11
2,17.02,223.91,5667,49
2,9.98,250.24,5969,49
2,16.86,168.64,2786,24
1,3.10,276.52,4092,46
2,8.23,248.23,6058,49
2,8.39,307.98,654,20
2,11.22,287.16,1041,20
0,-0.24,70.57,2658,5
2,7.77,300.66,6217,12
2,16.45,235.39,1739,3
1,5.87,74.22,3387,25
2,8.81,196.76,4198,8
2,7.72,223.49,7839,34
2,20.84,102.50,1887,41
2,16.36,190.78,5241,48
0,1.05,268.81,6797,51
1,3.78,256.29,9115,37
0,0.82,351.51,1734,48
2,25.12,94.76,5035,28
1,3.31,362.77,6772,50
1,1.44,185.48,2489,42
1,1.53,341.00,2647,38
2,25.81,168.24,6736,51
2,11.69,327.92,8389,15
2,9.89,187.25,466,19
2,12.76,237.11,690,39
2,11.25,248.35,892,1
2,26.57,166.65,8057,15
2,14.30,263.24,8630,17
2,19.29,201.99,926,39
1,1.72,329.26,1191,2
0,-1.80,325.80,7547,33
2,6.88,324.74,6765,32
2,18.92,241.24,7569,15
2,15.11,240.14,1291,21
2,14.82,212.39,4295,46
2,13.17,131.90,4836,47
2,26.12,140.74,5125,48
2,11.11,118.50,1468,21
2,11.40,323.51,3742,7
2,27.67,83.81,4562,8
2,30.53,119.55,8877,17
2,7.42,287.29,9317,18
1,2.38,306.89,1907,22
2,21.72,204.52,3953,26
2,14.99,256.00,6165,31
2,20.00,194.87,304,38
2,9.30,278.73,6687,32
2,15.71,207.44,9457,37
0,-3.14,598.75,4361,26
2,14.82,276.36,5454,29
1,4.69,281.70,6510,12
1,2.91,208.95,1581,41
2,9.86,279.19,2991,5
2,13.50,145.60,6172,12
2,9.34,159.07,7130,14
2,12.09,254.42,8647,17
2,13.42,142.49,9228,18
2,24.65,108.10,9471,37
2,10.71,235.52,1936,3
2,6.98,348.66,4638,10
2,14.09,316.99,5792,30
2,16.83,245.63,8066,16
2,13.37,174.06,9332,56
1,2.85,579.74,3988,1
2,20.95,218.23,5022,9
2,14.61,63.14,6113,31
2,28.93,94.89,8907,36
2,7.41,303.70,6159,50
2,9.85,198.33,7100,14
2,15.40,263.94,8625,55
2,12.19,256.74,6241,50
1,2.56,257.05,7019,32
1,4.53,332.51,8366,15
1,3.25,359.20,1749,19
0,0.02,405.86,1753,19
1,3.00,280.86,4408,27
2,7.35,346.49,7272,34
2,8.62,214.85,8038,15
1,3.62,158.84,1160,2
2,8.26,337.15,1831,48
1,5.62,258.54,2852,43
1,5.83,343.07,4865,27
2,18.77,205.26,5211,48
2,9.00,326.25,123,25
2,23.03,168.35,1075,2
2,22.09,156.36,2530,4
2,17.53,236.25,7087,52
1,3.05,180.21,724,39
2,28.51,107.68,1339,40
0,-0.05,380.50,6840,33
2,6.79,72.84,3172,44
2,11.61,277.81,5813,11
0,-0.33,276.45,8185,16
0,-0.54,260.20,243,0
0,-1.22,419.83,6240,23
2,11.59,280.26,7571,15
2,21.94,108.02,9121,37
0,-1.42,355.79,9303,6
1,3.25,388.29,4339,26
2,23.03,73.16,5627,11
2,20.15,158.80,6963,51
2,19.61,223.59,8186,16
2,7.56,338.84,1498,47
2,9.19,316.44,5221,29
2,26.20,162.24,7743,15
2,24.52,178.97,5048,9
0,0.77,334.11,6288,50
2,6.62,344.56,7241,42
2,8.66,331.20,1634,19
2,11.07,172.70,4436,8
1,2.53,293.73,4495,46
2,13.04,218.48,6067,31
1,2.15,389.45,6242,23
2,11.81,306.98,5008,28
2,24.06,191.65,5657,30
2,8.41,335.22,5978,22
2,8.37,334.14,3899,1
0,0.74,338.08,4279,27
2,29.66,113.30,4514,27
1,3.00,315.52,7956,15
1,1.88,181.29,8975,55
2,24.45,130.36,1227,40
2,6.61,199.63,2255,4
2,10.90,220.31,5470,10
1,3.77,178.12,5166,29
2,12.15,294.90,7274,33
2,6.43,282.57,1773,22
2,8.49,337.16,5917,30
2,13.82,270.16,9370,37
2,15.30,216.06,195,19
2,18.30,176.95,641,20
2,6.77,276.25,913,20
2,17.85,84.72,8392,54
1,4.30,344.41,835,0
2,6.11,223.45,5219,29
2,17.25,203.11,5402,48
2,25.28,143.19,7340,14
2,7.25,326.55,8603,56
0,0.89,149.90,1186,40
2,14.20,297.40,4397,8
2,6.31,175.82,6086,31
2,24.26,120.48,7323,33
2,15.95,300.41,7627,53
2,6.55,277.53,9449,37
1,2.80,272.23,3229,6
2,14.29,305.97,5679,30
1,3.81,290.59,6272,12
2,23.73,183.37,4972,9
2,22.02,112.72,7490,52
2,19.06,224.04,9357,18
2,16.43,156.85,9498,18
2,11.79,225.44,289,0
1,3.69,122.91,2290,4
2,12.35,311.52,4607,10
0,-3.36,584.88,3358,36
2,13.64,201.18,4309,46
1,2.74,307.74,5212,10
2,8.57,340.13,5579,22
1,3.38,257.94,8437,35
2,7.38,264.45,1864,41
2,21.31,180.81,1916,41
2,23.48,159.43,2874,5
2,21.45,139.94,8845,17
2,9.59,209.43,3832,45
2,14.03,214.48,4372,46
2,6.28,309.84,745,20
2,11.06,178.18,1945,3
0,0.52,324.88,2436,42
2,15.96,248.67,7063,52
1,4.26,379.73,7106,34
2,6.42,324.50,7341,42
2,15.76,187.37,647,1
2,9.98,141.86,2982,24
2,14.04,206.20,3839,26
1,1.27,334.23,1888,19
2,18.51,147.19,2039,41
2,26.40,92.58,2989,43
1,4.61,62.89,6296,12
2,12.33,124.31,6579,32
2,10.25,130.87,604,20
2,12.59,179.60,984,20
2,20.89,182.52,1783,22
2,25.19,157.95,7374,52
2,9.70,288.75,9261,37
2,9.99,306.18,606,20
0,-4.10,592.72,1071,20
2,11.49,244.40,1503,40
2,18.06,241.39,7551,33
2,16.52,177.22,741,39
2,22.49,172.06,3173,6
2,13.61,273.62,6842,51
2,14.38,294.63,5615,11
1,1.88,242.38,6367,31
2,12.39,198.82,2823,24
2,8.65,310.20,3112,6
2,25.39,84.05,5381,48
2,13.23,282.41,7444,33
2,7.26,306.62,8819,17
0,-2.07,563.53,250,25
2,11.71,139.88,935,20
0,-0.71,409.34,6731,50
2,6.20,361.23,5473,21
2,19.93,198.40,5589,11
2,15.59,249.45,723,1
2,23.32,164.98,1176,40
1,3.01,304.77,2887,5
2,16.84,275.58,7145,52
1,1.69,345.57,4267,26
2,25.61,99.99,4268,27
2,20.05,146.26,4892,28
0,-0.24,382.01,1711,48
2,20.16,209.97,8859,17
2,15.29,252.14,5389,48
2,17.58,107.34,5471,10
2,26.72,91.10,407,0
1,3.06,234.24,3688,45
1,4.47,347.82,3862,1
2,10.26,317.09,9462,45
1,2.80,350.49,3538,36
2,16.64,233.61,6363,12
1,3.85,194.08,7738,34
2,8.72,192.67,5337,10
2,16.85,276.71,7330,52
2,25.70,110.96,5097,48
2,10.91,266.86,5453,10
2,25.66,85.45,5491,10
2,24.52,129.66,8379,54
2,25.29,84.86,479,19
2,6.05,221.67,3618,26
2,18.35,211.61,4830,9
2,8.60,208.71,561,0
0,0.60,414.54,5010,10
2,8.84,273.32,8969,36
2,31.42,157.11,5691,30
0,-2.08,565.40,1435,3
2,10.09,302.77,4031,26
1,2.15,303.75,5662,30
2,27.84,129.78,6929,13
0,-0.13,372.00,7398,34
1,3.91,149.25,1263,2
2,7.38,319.27,2006,12
2,12.73,259.17,5497,48
1,3.60,374.61,5088,11
1,5.73,298.28,6395,50
0,-3.33,587.17,3153,36
1,3.63,273.64,3246,6
2,28.42,139.85,4527,8
2,6.43,338.89,4027,1
1,3.64,186.55,4342,8
0,-0.33,359.64,5338,11
1,1.86,337.70,5466,11
2,27.93,144.72,6634,51
2,7.77,253.41,581,20
0,-2.08,342.31,2022,22
2,21.33,184.89,3946,45
2,20.03,185.58,9241,18
2,13.34,240.55,8285,16
2,14.99,209.98,8497,35
2,15.19,96.18,8840,36
2,12.84,255.39,3141,25
1,1.63,241.65,3997,7
2,12.62,265.25,7047,32
1,3.56,343.59,2144,13
2,17.62,253.97,4100,8
2,7.57,62.49,5847,49
2,10.78,253.31,6504,50
2,19.92,197.20,6611,51
2,21.06,264.92,7996,53
0,-1.20,607.84,3976,1
0,-0.10,279.53,4325,46
2,21.26,207.36,5114,10
2,16.99,123.59,2163,23
2,9.92,236.54,3324,6
2,18.90,188.98,4010,45
2,20.02,116.62,7292,52
2,9.57,213.63,7411,52
2,23.85,158.57,1119,21
2,9.83,233.61,1304,2
2,23.14,167.08,1851,41
1,5.50,259.23,8989,36
2,27.49,87.27,86,38
1,2.89,381.78,765,46
1,2.88,71.28,4211,27
1,5.54,209.92,6519,50
1,2.37,218.33,149,38
0,0.36,392.77,1683,48
0,0.18,609.15,3687,1
1,5.56,321.12,4283,2
1,3.64,275.19,5230,10
0,-2.14,352.61,5506,21
2,16.41,206.97,7091,14
2,11.89,254.25,8857,36
1,3.74,381.83,1355,47
2,10.49,262.86,1967,3
0,-0.44,383.37,2776,14
0,-3.22,586.27,732,37
1,2.44,329.63,2676,38
2,16.11,253.74,8468,54
2,20.14,206.70,4367,8
2,16.42,210.70,4798,28
2,27.60,109.55,6325,12
2,8.38,333.57,73,25
2,8.77,332.73,1778,48
1,2.42,177.35,9426,37
2,6.94,345.12,1322,47
0,-0.61,430.38,4188,2
1,4.62,248.92,4827,9
2,8.22,180.82,6749,13
2,9.80,219.16,7208,33
2,9.08,188.69,808,20
0,0.56,339.36,3546,5
2,18.21,137.86,4024,26
0,-2.84,595.00,7553,42
2,10.33,70.62,8114,35
2,13.79,171.72,946,39
2,8.16,261.66,1431,2
2,7.28,339.46,1631,19
1,1.93,334.08,4391,27
2,7.07,246.76,4561,27
1,1.62,318.71,5300,10
2,9.97,313.58,6104,23
2,13.35,228.37,6303,31
2,6.40,310.99,904,20
1,4.80,339.85,1383,47
2,21.90,178.47,2525,23
2,26.58,164.56,7914,15
2,27.64,113.73,4919,9
1,5.20,198.30,5205,48
2,31.67,134.45,5995,30
2,31.75,154.43,8015,53
2,14.80,255.59,9073,37
1,1.87,207.99,1034,39
2,15.39,221.19,1037,39
2,8.68,116.30,3930,7
0,0.83,321.50,4964,47
2,24.54,102.11,6503,50
2,18.31,252.27,9406,18
2,26.24,124.97,9475,56
2,7.12,293.91,762,20
1,1.13,341.84,2283,41
2,22.82,170.34,3284,6
2,13.52,268.64,3347,25
2,12.94,283.14,3556,6
2,21.81,84.46,4308,46
0,1.10,401.05,816,37
2,16.99,143.94,1969,41
2,11.84,119.30,2231,42
2,22.50,200.26,5148,29
1,2.58,593.98,5862,22
2,24.26,110.25,6867,32
1,2.69,338.43,6909,32
2,8.92,313.94,901,37
2,7.54,225.87,2546,23
2,19.67,175.98,4975,9
0,-0.08,373.22,6489,23
1,4.39,251.93,6711,51
1,4.33,323.94,8518,15
2,11.18,253.01,5390,48
2,9.39,260.91,5807,49
2,15.79,272.49,8734,17
2,6.40,350.78,9451,45
0,0.11,57.59,4626,28
1,5.71,194.22,6134,12
1,2.63,353.72,8704,56
1,4.64,307.99,6080,12
2,13.38,244.24,7549,33
2,13.47,141.92,7937,15
2,14.21,196.22,181,19
2,13.21,262.93,1426,2
2,9.85,341.76,4752,10
2,14.89,232.77,866,20
2,11.73,243.63,1964,3
0,0.22,410.08,5376,21
1,4.65,194.68,6336,12
0,0.17,81.18,8394,16
1,2.61,293.08,384,38
2,8.97,327.51,512,40
2,11.60,263.69,526,19
0,-1.66,294.17,8413,16
2,15.73,257.87,9182,56
2,11.13,129.24,9441,56
2,23.73,149.74,8256,35
2,20.70,193.34,4974,47
2,25.93,86.30,6549,50
2,12.13,227.38,6839,51
2,9.88,192.77,6941,32
2,20.14,169.13,7031,13
2,12.27,298.84,7233,52
2,7.49,338.90,8152,44
2,13.82,291.86,5572,49
2,11.79,249.04,5987,30
2,11.74,284.21,6464,50
2,9.78,240.76,2992,24
2,11.77,155.73,3436,25
2,6.44,315.51,5126,10
2,6.22,257.79,499,0
2,11.87,258.98,7828,53
2,15.54,271.01,4450,8
2,13.63,304.65,6883,51
0,0.04,240.01,7153,33
0,-0.97,269.56,5664,30
2,8.07,253.88,5930,30
0,-1.77,572.95,6974,50
2,10.70,183.58,4310,27
2,21.19,267.75,5960,30
1,4.92,278.45,7187,52
2,10.57,279.30,1703,22
0,-2.64,575.13,2509,24
2,14.42,288.78,3640,45
2,21.64,110.98,4930,9
2,8.07,341.84,7307,42
2,14.46,248.27,1336,40
0,-2.96,581.25,2007,19
1,4.22,294.95,4240,8
0,-3.25,586.00,3561,5
2,25.02,104.56,3670,45
2,12.41,66.99,8599,17
2,12.71,215.16,435,38
1,1.45,338.48,2420,13
2,17.98,173.74,3426,44
1,1.54,194.42,1262,21
1,1.90,339.97,2768,14
2,24.55,136.88,8363,16
2,6.28,208.81,8294,54
2,26.98,155.25,9200,18
1,4.11,225.28,5013,28
2,12.01,290.75,5371,48
2,19.71,181.45,6455,12
0,-1.68,347.20,2099,13
2,21.92,178.90,2222,42
2,6.95,159.72,5754,11
2,20.34,204.14,6712,51
2,8.44,184.25,7663,15
0,1.01,115.67,74,38
2,9.33,285.90,412,0
2,11.59,91.24,525,0
2,19.28,229.14,8587,55
2,12.42,288.94,9183,37
1,1.55,268.86,1467,2
2,6.92,231.21,5486,48
2,20.80,206.58,6169,50
0,0.36,339.92,7953,34
1,5.57,353.41,8721,56
2,21.01,186.90,5118,10
2,25.78,212.57,5799,30
1,4.17,382.29,6719,50
2,11.16,321.81,3981,7
0,1.08,291.32,4263,27
1,3.18,221.67,7242,14
2,20.52,212.16,8376,16
1,2.91,317.98,3010,43
2,14.53,189.75,3421,6
2,23.62,187.99,4127,8
2,16.07,220.71,106,19
1,2.25,373.16,9088,45
2,8.51,181.27,5646,30
2,8.49,330.88,7630,53
2,8.63,297.12,8780,36
2,9.47,268.74,8795,36
2,18.42,130.08,9076,18
1,5.70,270.58,1063,2
2,10.95,274.24,2235,4
1,4.29,311.08,3188,44
2,7.43,309.55,9549,56
1,3.04,282.84,8942,36
2,13.87,232.54,9187,56
2,23.31,170.46,7191,14
2,15.36,301.01,8070,54
2,24.29,180.47,8075,54
2,8.72,303.75,8013,53
0,0.06,367.18,8495,44
2,22.82,85.39,1087,40
1,5.64,221.61,1344,40
2,10.18,205.09,1474,21
2,6.50,188.42,342,38
2,10.31,256.99,2508,4
1,4.21,278.30,8175,16
2,10.33,118.53,8691,17
1,5.57,364.22,1282,20
2,9.99,218.77,5582,49
2,14.55,262.26,6888,51
2,12.54,296.22,4476,8
2,27.13,125.53,4736,9
1,3.94,330.93,6270,49
2,15.52,211.26,2088,42
0,-0.69,370.29,2106,24
1,4.97,242.78,4251,27
2,12.71,247.19,6477,31
2,21.70,187.68,8082,54
2,16.17,125.92,1987,22
1,2.93,372.62,2126,13
1,3.35,324.47,3091,25
2,21.32,157.66,8461,16
1,1.58,320.37,458,0
1,3.98,338.22,5984,22
2,12.88,269.02,6315,12
2,8.64,153.06,5669,49
2,19.60,82.05,234,38
0,-0.17,358.12,736,37
2,6.73,337.75,1583,12
2,15.43,142.63,8578,55
2,22.16,178.02,1793,22
2,6.41,269.36,7529,14
2,19.64,203.60,8215,35
2,18.09,301.26,4014,7
1,4.56,277.81,5753,11
2,7.55,216.12,105,0
0,-2.83,574.83,446,4
2,13.36,216.60,2979,5
2,7.72,266.44,229,19
0,-3.35,553.67,3201,39
2,24.27,171.76,5274,29
1,5.89,308.67,6730,51
2,18.90,131.50,6816,51
0,-0.12,569.68,8621,56
2,24.15,101.99,625,20
2,7.60,292.63,727,1
2,24.12,152.61,3001,5
2,16.03,249.80,3597,26
1,5.38,184.44,4039,45
2,6.35,280.56,7545,33
2,8.15,70.41,7786,53
2,7.11,301.52,1127,21
2,13.93,248.04,2379,23
1,4.28,308.68,2542,23
2,22.48,145.83,8165,54
2,8.04,183.83,4194,46
2,8.56,347.38,4516,26
0,-1.31,594.35,7420,42
0,-2.36,500.97,3871,18
2,15.51,305.78,7814,53
2,10.04,124.05,1979,41
2,12.80,218.83,3234,44
0,-1.15,353.21,3757,1
2,10.98,153.30,4612,9
2,9.73,321.93,6168,49
0,-3.35,582.85,986,46
2,8.53,245.21,1652,3
2,19.72,177.42,1978,41
2,9.96,310.33,8425,54
2,6.78,147.63,4473,8
2,9.96,239.48,5864,30
2,12.26,278.58,7963,34
2,12.01,236.49,9190,37
2,22.59,95.17,9436,37
2,16.10,216.55,380,0
1,5.09,345.25,3095,39
0,-4.17,592.70,3327,5
2,12.98,246.46,6276,12
2,13.23,76.50,7016,32
1,5.78,315.95,7946,15
0,-0.45,407.61,674,46
2,26.03,141.43,1158,2
2,15.74,242.10,1954,3
2,6.95,316.82,3278,5
1,2.88,205.69,1480,21
2,7.18,213.53,2785,24
2,24.10,83.50,3134,44
1,2.94,299.87,9186,56
1,4.00,287.25,4369,8
0,-0.30,352.11,4609,10
2,10.95,321.94,4988,27
1,2.53,186.86,8787,55
2,14.43,150.40,66,0
2,23.80,94.95,132,0
2,19.43,205.40,5796,49
1,4.95,179.36,6715,32
0,-2.42,346.45,76,38
2,10.24,82.68,1308,21
1,4.43,198.24,4574,9
1,5.51,266.57,2443,23
1,4.61,285.91,7518,33
1,5.57,292.38,8589,17
2,15.95,239.43,764,39
1,1.59,384.38,1156,47
0,-1.39,317.30,1674,3
1,3.44,155.76,3768,45
2,24.78,154.51,4357,46
0,0.01,289.32,6277,50
2,8.22,263.05,9229,37
0,-1.54,183.16,422,0
2,22.16,86.56,1346,40
2,17.90,217.09,2560,23
2,17.40,123.50,3150,25
0,0.89,324.04,3256,6
2,14.81,122.14,8898,36
2,20.41,209.46,4161,27
2,11.23,288.69,6380,31
1,5.03,351.58,1315,20
2,8.98,326.37,1665,19
2,17.30,270.45,4611,28
2,11.65,167.07,1090,2
2,13.89,257.18,1122,40
2,18.57,234.74,8577,55
2,16.10,252.29,5599,11
2,13.87,213.27,1574,22
2,10.49,217.53,2035,22
2,28.68,109.54,2904,5
2,15.30,161.48,6857,51
2,24.13,168.24,7833,53
2,13.33,294.45,7936,34
2,11.89,144.62,4887,9
2,20.66,215.17,5962,11
2,27.07,146.04,6832,32
2,29.09,132.05,5365,10
1,5.64,187.45,5571,11
2,9.46,252.06,1357,40
2,11.69,250.00,2709,5
2,17.75,111.02,3253,6
2,17.60,162.90,7287,14
2,12.80,68.87,7673,34
2,15.10,227.95,8913,55
2,24.53,135.13,1146,40
0,0.49,390.39,3744,1
2,8.68,335.81,6494,49
2,14.60,249.18,8992,36
1,4.29,261.55,9352,18
2,12.30,224.57,9410,37
2,13.26,146.67,885,39
2,7.97,269.50,1814,22
0,-0.51,400.58,2925,38
2,9.39,314.09,8849,17
2,21.32,179.74,2916,24
1,3.11,295.72,5284,48
2,17.21,164.86,7202,52
2,20.09,196.30,2055,3
1,4.91,277.42,2090,23
2,21.93,87.40,2558,42
2,18.50,205.12,2948,24
2,11.71,262.52,5674,30
2,21.72,106.87,492,38
2,24.14,147.52,1251,2
2,20.38,181.96,1837,3
1,4.46,341.73,6404,49
0,0.26,387.51,8508,44
2,11.12,191.29,2757,43
2,6.83,304.12,6070,31
2,14.37,166.56,7619,15
1,2.80,329.37,6377,50
2,16.27,272.27,7574,15
0,0.05,228.81,8429,54
2,25.75,168.93,8949,17
0,0.62,198.68,3205,44
2,12.31,289.22,4807,28
0,-0.42,258.63,5568,30
2,16.76,115.03,8134,54
2,17.09,216.05,8550,16
0,-0.63,345.56,1453,47
2,15.23,213.33,2926,24
0,-1.25,330.03,5529,48
1,5.23,291.90,4479,46
2,15.15,253.20,5194,29
2,19.04,209.97,651,1
1,3.10,171.01,6601,13
2,9.14,262.88,7177,33
0,0.97,274.08,8045,53
2,18.58,189.92,950,39
2,25.16,168.77,4959,9
2,12.03,290.24,6117,31
2,6.82,241.35,8778,17
1,2.27,413.87,8936,16
2,14.76,187.80,9444,56
0,-0.65,356.35,768,0
2,25.13,171.69,4049,26
2,13.57,281.50,8090,16
2,25.50,75.00,8133,54
1,1.66,152.72,6944,51
2,23.15,158.99,9546,18
2,8.14,316.90,192,4
2,8.37,337.76,688,37
1,2.36,340.24,3214,5
2,12.40,275.48,837,20
0,0.56,268.51,2020,41
2,6.34,273.53,5375,29
1,3.41,366.21,9047,56
0,0.16,319.77,9219,37
2,21.28,186.27,793,1
2,7.81,321.62,2159,24
2,26.45,112.59,4531,46
2,14.43,232.73,1730,3
2,11.42,220.58,4779,28
1,5.69,274.81,7371,33
0,0.23,152.69,605,39
2,17.73,215.14,1404,40
1,1.61,250.44,1416,40
2,8.69,309.45,6213,50
2,6.99,341.44,1928,48
2,18.51,174.88,2745,5
2,16.24,259.63,3730,45
2,18.21,178.26,3593,7
2,23.34,240.84,5665,30
1,1.76,333.81,8862,16
2,14.77,260.77,682,1
2,24.12,112.22,2279,4
1,5.47,57.98,2865,5
2,14.68,289.84,5942,11
2,22.12,177.49,7329,33
2,12.48,313.71,8908,16
2,8.99,136.73,423,38
0,0.74,234.84,1298,40
2,6.84,227.58,5618,30
0,0.03,310.84,9016,55
2,26.63,122.85,464,19
2,15.10,142.12,1229,21
2,14.93,272.99,4250,8
1,5.99,212.42,7429,33
2,26.59,80.12,8230,35
2,15.47,185.15,2672,43
2,6.78,332.12,7334,42
2,20.74,146.26,7423,52
1,3.07,300.05,7748,15
2,20.95,91.59,9369,37
2,19.06,184.21,9044,36
2,13.14,67.23,1319,21
2,10.57,257.82,6548,12
2,17.29,240.66,7912,15
2,11.21,103.03,7805,15
2,20.82,213.94,8184,16
1,4.68,233.27,8773,36
2,11.22,214.86,8985,36
2,22.35,173.17,2048,3
2,11.82,266.36,4363,8
2,29.34,138.84,7626,34
2,15.87,256.38,4658,9
0,-1.78,586.13,5042,10
1,5.91,345.19,6620,50
2,26.03,134.21,8490,16
1,1.56,184.69,658,1
2,13.12,273.48,2372,23
2,18.77,201.47,2439,4
2,13.19,234.52,7131,33
2,30.13,115.42,7448,33
2,15.41,311.09,7717,53
2,29.16,172.56,7728,53
2,16.06,251.08,8192,16
1,2.22,325.52,1092,40
0,0.49,205.43,3313,44
0,0.64,154.79,4110,8
0,-2.97,56.77,8836,17
2,14.07,277.28,7995,34
2,14.22,68.25,8774,55
0,0.43,233.45,3532,44
2,8.13,279.86,4431,8
1,4.47,211.16,6153,12
1,5.73,82.90,282,38
1,5.48,272.50,2065,23
2,9.49,282.30,4997,28
2,29.45,106.98,9434,37
2,13.88,248.68,861,20
1,2.26,355.50,4809,10
2,9.71,208.68,6997,51
2,18.18,210.07,2617,5
2,16.39,182.79,8247,16
1,4.05,305.48,9393,37
1,4.47,379.90,4232,26
2,13.70,230.81,3122,25
2,16.17,244.71,3654,7
0,-0.15,284.90,3698,7
2,16.93,274.20,6605,32
2,7.89,151.15,9120,56
0,0.12,205.55,4319,8
1,1.69,396.19,2504,24
2,6.31,267.40,2651,24
2,11.42,303.12,4271,27
2,14.68,194.54,7926,15
2,10.50,247.40,9070,18
2,11.24,254.17,9483,18
2,17.06,221.32,307,19
2,18.48,166.86,7256,14
2,17.56,238.05,7309,33
2,24.24,174.47,7470,52
2,23.52,184.79,8343,54
2,25.01,125.49,740,20
1,4.85,355.13,1499,20
1,2.91,251.94,7196,52
1,5.36,342.29,773,37
2,6.32,348.22,7784,43
0,-2.16,331.04,2620,24
1,2.26,355.14,5430,21
2,9.80,248.63,8651,36
2,16.70,190.16,631,1
2,7.18,321.35,3164,39
1,3.90,319.04,3419,44
2,16.52,212.56,5837,49
2,27.73,128.49,7275,33
